genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
ENTPD1	KIRP	-0.420873604858621	0.00635547557545837	2.1968519459645	Unchanged	ns	0.22	0.657577319177794	Gene expression	Stemness	0.165	NS	0.198	NS	0.0376	Risky	0.334	NS
ENTPD1	LAML	-0.321473203930513	1.1541349054903e-51	50.937743424035	Overexpression	****	9.3e-33	32.0315170514461	Gene expression	Stemness	0.823	NS						
ENTPD1	LGG	-0.442726957626972	1.40919522528704e-16	15.8510288369888	Overexpression	****	5.8e-170	169.236572006437	Gene expression	Stemness	0.000339	Risky	0.000176	Risky	0.337	NS	6.07e-05	Risky
ENTPD1	LIHC	-0.381497240148412	1.94659216454391e-38	37.7107250290867	Overexpression	****	4e-31	30.397940008672	Gene expression	Stemness	0.569	NS	0.864	NS	0.31	NS	0.823	NS
ENTPD1	LUAD	-0.265813479397671	0.00211634773030817	2.67441297324046	Underexpression	****	4.7e-19	18.3279021420643	Gene expression	MSI	0.0231	Protective	0.0401	Protective	0.498	NS	0.33	NS
ENTPD1	LUAD	-0.47120999213216	5.62418417160423e-09	8.24994046618848	Underexpression	****	4.7e-19	18.3279021420643	Gene expression	Stemness	0.0231	Protective	0.0401	Protective	0.498	NS	0.33	NS
ENTPD1	LUSC	-0.574142199023092	8.20601524971578e-05	4.08586768029364	Underexpression	****	7.8e-45	44.1079053973095	Gene expression	Stemness	0.264	NS	0.719	NS	0.678	NS	0.889	NS
ENTPD1	LUSC	-0.256888626659181	1.44681842856292e-06	5.83958596813532	Underexpression	****	7.8e-45	44.1079053973095	Gene expression	MSI	0.264	NS	0.719	NS	0.678	NS	0.889	NS
ENTPD1	MESO	-0.346422373289748	0.00709119487832531	2.1492805792964	""	""			Gene expression	Stemness	0.0682	NS	0.0854	NS	0.593	NS	0.785	NS
ENTPD1	OV	-0.313177428604857	1.51531801530663e-36	35.8194962134988	Unchanged	ns	0.98	0.00877392430750515	Gene expression	Stemness	0.99	NS	0.647	NS	0.717	NS	0.189	NS
ENTPD1	PAAD	-0.295464754291557	0.00106794884728469	2.97144954868763	Overexpression	****	4.2e-53	52.3767507096021	Gene expression	MSI	0.481	NS	0.341	NS	0.00985	Risky	0.494	NS
ENTPD1	PAAD	-0.670795170779408	2.80780937174354e-07	6.55163238073389	Overexpression	****	4.2e-53	52.3767507096021	Gene expression	Stemness	0.481	NS	0.341	NS	0.00985	Risky	0.494	NS
ENTPD1	PCPG	-0.578798875475869	5.80687934996635e-22	21.2360571972469	Unchanged	ns	0.2	0.698970004336019	Gene expression	Stemness	0.68	NS	0.667	NS	0.808	NS	0.56	NS
ENTPD1	PCPG	-0.28560089973575	0.00286003635146884	2.54362844689124	Unchanged	ns	0.2	0.698970004336019	Gene expression	MSI	0.68	NS	0.667	NS	0.808	NS	0.56	NS
ENTPD1	PRAD	-0.59437952543583	9.09294123033832e-12	11.0412956158436	Underexpression	****	6.3e-17	16.2006594505464	Gene expression	Stemness	0.723	NS	0.63	NS	0.947	NS	0.318	NS
ENTPD1	READ	-0.62355349761482	5.06938426346275e-12	11.2950447876528	Unchanged	ns	0.2	0.698970004336019	Gene expression	Stemness	0.99	NS	0.442	NS	0.276	NS	0.182	NS
ENTPD1	SARC	-0.187116510253189	9.29281849603672e-11	10.0318525452496	Unchanged	ns	0.92	0.0362121726544447	Gene expression	Stemness	0.0015	Protective	0.0109	Protective	0.908	NS	0.538	NS
ENTPD1	SKCM	-0.154225889417129	1.25592776079275e-18	17.9010353398913	Overexpression	****	9.9e-42	41.0043648054025	Gene expression	Stemness	0.0189	Protective	0.0408	Protective			0.246	NS
ENTPD1	STAD	-0.214166173768262	1.00154537604636e-08	7.99932936976519	Overexpression	****	1.8e-41	40.7447274948967	Gene expression	MSI	0.0599	NS	0.482	NS	0.946	NS	0.332	NS
ENTPD1	STAD	-0.565597850834598	9.78554569440553e-43	42.0094149507458	Overexpression	****	1.8e-41	40.7447274948967	Gene expression	Stemness	0.0599	NS	0.482	NS	0.946	NS	0.332	NS
ENTPD1	STAD	-0.169254208897743	0.0193882818230663	1.71246067611077	Overexpression	****	1.8e-41	40.7447274948967	Gene expression	TMB	0.0599	NS	0.482	NS	0.946	NS	0.332	NS
ENTPD1	TGCT	-0.54523210223781	9.11764198573217e-14	13.040117464851	Overexpression	****	2.5e-09	8.60205999132796	Gene expression	Stemness	0.517	NS	0.559	NS	0.855	NS	0.997	NS
ENTPD1	THCA	-0.283262976403638	9.29281849603672e-11	10.0318525452496	Overexpression	****	4.5e-103	102.346787486225	Gene expression	Stemness	0.0627	NS	0.000947	Protective	0.523	NS	0.0568	NS
ENTPD1	THYM	-0.725454103447146	4.93647235999852e-21	20.3065832903189	Underexpression	****	4.2e-30	29.3767507096021	Gene expression	Stemness	0.15	NS	0.63	NS			0.472	NS
ENTPD1	UCEC	-0.58632077910577	0.00020465167329942	3.68898470006961	Underexpression	****	1.1e-29	28.9586073148418	Gene expression	Stemness	0.899	NS	0.451	NS	0.187	NS	0.352	NS
ENTPD1	UCS	-0.416670153651377	1.08451634490478e-19	18.9647638982847	Underexpression	****	1.5e-19	18.8239087409443	Gene expression	Stemness	0.0971	NS	0.0224	Protective	0.113	NS	0.124	NS
ENTPD2	KIRC	-0.186342665849287	1.44584548730282e-10	9.8398781161682	Overexpression	****	1.6e-13	12.7958800173441	Gene expression	Stemness	3.41e-06	Protective	2.05e-08	Protective	0.873	NS	6.15e-06	Protective
ENTPD2	KIRP	-0.17258746528854	0.0493782451158646	1.30646434879127	Overexpression	****	2.7e-12	11.568636235841	Gene expression	MSI	0.011	Protective	0.000479	Protective	0.265	NS	0.0112	Protective
ENTPD2	KIRP	0.256586842816009	0.000438844822249432	3.35768902134013	Overexpression	****	2.7e-12	11.568636235841	Gene expression	TMB	0.011	Protective	0.000479	Protective	0.265	NS	0.0112	Protective
ENTPD2	SARC	-0.246740176906637	3.1837155534777e-17	16.4970657408946	Unchanged	ns	0.15	0.823908740944319	Gene expression	Stemness	0.778	NS	0.477	NS	0.292	NS	0.184	NS
ENTPD2	SKCM	-0.311828111295857	1.98852158741252e-10	9.70146968994667	Underexpression	****	1.3e-44	43.8860566476932	Gene expression	Stemness	0.928	NS	0.697	NS			0.441	NS
ENTPD2	TGCT	-0.677587401264524	0.000168408229792076	3.77363668916681	Underexpression	****	1.7e-34	33.7695510786217	Gene expression	Stemness	0.792	NS	0.939	NS	0.763	NS	0.291	NS
ENTPD2	THCA	-0.359685013217484	2.21224878438634e-20	19.655166034867	Overexpression	****	7.5e-25	24.1249387366083	Gene expression	Stemness	0.593	NS	0.992	NS	0.493	NS	0.946	NS
ENTPD2	THYM	-0.572831420013356	0.00167201674437127	2.77675937764363	Overexpression	****	8.5e-25	24.0705810742857	Gene expression	Stemness	0.617	NS	0.526	NS			0.0603	NS
ENTPD3	BRCA	-0.136159101063595	0.000293106207421152	3.53297498394912	Underexpression	**	0.0043	2.36653154442041	Gene expression	MSI	0.898	NS	0.507	NS	0.364	NS	0.78	NS
ENTPD3	BRCA	-0.387847570638983	4.80668873421342e-06	5.31815400048221	Underexpression	**	0.0043	2.36653154442041	Gene expression	Stemness	0.898	NS	0.507	NS	0.364	NS	0.78	NS
ENTPD3	CESC	-0.198538088195748	2.47500832642499e-08	7.60642333567411	Unchanged	ns	0.084	1.07572071393812	Gene expression	Stemness	0.171	NS	0.179	NS	0.567	NS	0.214	NS
ENTPD3	COAD	-0.578332367625507	1.87069897884332e-16	15.7279960908244	Underexpression	****	1.8e-67	66.7447274948967	Gene expression	Stemness	0.257	NS	0.459	NS	0.736	NS	0.591	NS
ENTPD3	HNSC	-0.146318515211978	0.0100044873553262	1.99980516034682	Unchanged	ns	0.19	0.721246399047171	Gene expression	Stemness	0.456	NS	0.755	NS	0.576	NS	0.572	NS
ENTPD3	HNSC	-0.153216784365337	0.0460679804463756	1.33660082617188	Unchanged	ns	0.19	0.721246399047171	Gene expression	TMB	0.456	NS	0.755	NS	0.576	NS	0.572	NS
ENTPD3	HNSC	-0.319872180238258	0.00524663632931321	2.28011903788784	Unchanged	ns	0.19	0.721246399047171	Gene expression	MSI	0.456	NS	0.755	NS	0.576	NS	0.572	NS
ENTPD3	KICH	-0.739642312039149	0.00724246349112227	2.14011368537434	Underexpression	****	5e-10	9.30102999566398	Gene expression	Stemness	0.283	NS	0.324	NS	0.572	NS	0.516	NS
ENTPD3	KIRP	-0.253932985537505	6.96008878675651e-07	6.15738522025259	Underexpression	****	2e-17	16.698970004336	Gene expression	Stemness	0.534	NS	0.452	NS	0.0125	Risky	0.109	NS
ENTPD3	LIHC	-0.249803136147327	2.60471153069571e-42	41.5842403673987	Unchanged	ns	0.093	1.03151705144606	Gene expression	Stemness	0.689	NS	0.64	NS	0.474	NS	0.812	NS
ENTPD3	LUAD	-0.187217620053348	0.000320595396266245	3.494042718384	Overexpression	****	7.4e-51	50.130768280269	Gene expression	MSI	0.0919	NS	0.0307	Protective	0.402	NS	0.344	NS
ENTPD3	LUAD	-0.351641105142835	0.00857715770733999	2.06665660451978	Overexpression	****	7.4e-51	50.130768280269	Gene expression	Stemness	0.0919	NS	0.0307	Protective	0.402	NS	0.344	NS
ENTPD3	LUAD	-0.366070472099305	0.0182820718874782	1.73797458768808	Overexpression	****	7.4e-51	50.130768280269	Gene expression	TMB	0.0919	NS	0.0307	Protective	0.402	NS	0.344	NS
ENTPD3	LUSC	-0.192807097554825	0.000909268803442751	3.04130770908327	Overexpression	****	5.2e-79	78.2839966563652	Gene expression	TMB	0.0711	NS	0.284	NS	0.819	NS	0.261	NS
ENTPD3	MESO	-0.372481979100401	4.12008746346795e-08	7.38509356442844	""	""			Gene expression	Stemness	0.548	NS	0.633	NS	0.26	NS	0.381	NS
ENTPD3	OV	-0.33683305080461	2.3280518095957e-12	11.6330073589143	Overexpression	**	0.0019	2.72124639904717	Gene expression	Stemness	0.399	NS	0.602	NS	0.703	NS	0.359	NS
ENTPD3	PAAD	-0.259980604292098	0.0130016734903909	1.88600074454958	Underexpression	*	0.025	1.60205999132796	Gene expression	Stemness	0.753	NS	0.948	NS	0.765	NS	0.885	NS
ENTPD3	PRAD	-0.408634681976487	1.88159128059996e-28	27.7254747081444	Underexpression	****	2.3e-10	9.63827216398241	Gene expression	Stemness	0.686	NS	0.407	NS	0.523	NS	0.0997	NS
ENTPD3	PRAD	-0.141869306382102	0.00251213692432023	2.5999566930176	Underexpression	****	2.3e-10	9.63827216398241	Gene expression	TMB	0.686	NS	0.407	NS	0.523	NS	0.0997	NS
ENTPD3	READ	-0.568362136134236	4.37539999416669e-15	14.3589822381117	Underexpression	****	6.1e-35	34.2146701649892	Gene expression	Stemness	0.686	NS	0.0189	Risky	0.412	NS	0.075	NS
ENTPD3	SARC	-0.335365593175021	1.91169195186954e-09	8.71858208820088	Unchanged	ns	0.19	0.721246399047171	Gene expression	Stemness	0.867	NS	0.651	NS	0.68	NS	0.459	NS
ENTPD3	SKCM	-0.334812320299525	9.18114761169915e-19	18.0371030300975	Underexpression	****	9.5e-92	91.0222763947112	Gene expression	Stemness	0.346	NS	0.586	NS			0.983	NS
ENTPD3	STAD	-0.382289244890873	0.00893826447925108	2.04874679890592	Unchanged	ns	0.92	0.0362121726544447	Gene expression	Stemness	0.113	NS	0.0259	Risky	0.136	NS	0.00893	Risky
ENTPD3	STAD	-0.207901330256323	5.65467081818864e-13	12.2475926720834	Unchanged	ns	0.92	0.0362121726544447	Gene expression	MSI	0.113	NS	0.0259	Risky	0.136	NS	0.00893	Risky
ENTPD3	STAD	-0.193630553262326	5.27187522593283e-16	15.2780348771185	Unchanged	ns	0.92	0.0362121726544447	Gene expression	TMB	0.113	NS	0.0259	Risky	0.136	NS	0.00893	Risky
ENTPD3	TGCT	-0.495210031165687	3.48688407473183e-15	14.4575624909782	Unchanged	ns	0.24	0.619788758288394	Gene expression	Stemness	0.4	NS	0.467	NS	0.543	NS	0.426	NS
ENTPD3	THCA	-0.374084383136278	8.87632556473487e-22	21.0517667771504	Overexpression	****	8.7e-10	9.06048074738138	Gene expression	Stemness	0.506	NS	0.333	NS	0.233	NS	0.117	NS
ENTPD3	UCEC	-0.239235865672542	9.69555357262288e-05	4.01342738961034	Overexpression	****	3.2e-12	11.4948500216801	Gene expression	Stemness	0.452	NS	0.288	NS	0.845	NS	0.0885	NS
ENTPD4	BRCA	-0.188442245965441	1.07265776756141e-07	6.96953881798493	Underexpression	****	1.3e-23	22.8860566476932	Gene expression	Stemness	0.609	NS	0.683	NS	0.596	NS	0.359	NS
ENTPD4	CESC	-0.231426266522505	0.000405961374102026	3.3915152861577	Underexpression	***	0.00085	3.07058107428571	Gene expression	Stemness	0.318	NS	0.333	NS	0.197	NS	0.144	NS
ENTPD4	COAD	-0.322661774660612	2.29755003312886e-05	4.6387350223248	Underexpression	****	1.6e-45	44.7958800173441	Gene expression	Stemness	0.0401	Protective	0.435	NS	0.462	NS	0.652	NS
ENTPD4	KIRP	-0.273864876459335	0.0127396893844439	1.89484116071861	Unchanged	ns	0.39	0.408935392973501	Gene expression	Stemness	0.0965	NS	0.63	NS	0.158	NS	0.86	NS
ENTPD4	LAML	-0.266069670207196	0.00360930690120056	2.44257618808982	Overexpression	****	7e-12	11.1549019599857	Gene expression	Stemness	0.948	NS						
ENTPD4	LGG	0.13649142908316	1.9854828728031e-09	8.70213385490037	Overexpression	*	0.023	1.63827216398241	Gene expression	Stemness	0.048	Risky	0.0864	NS	0.365	NS	0.138	NS
ENTPD4	LIHC	-0.185749771306065	0.00122166053273455	2.9130494563206	Underexpression	****	1.5e-11	10.8239087409443	Gene expression	Stemness	0.366	NS	0.453	NS	0.699	NS	0.265	NS
ENTPD4	OV	-0.195154315950024	1.70225913507822e-11	10.7689743265264	Underexpression	****	4.3e-42	41.3665315444204	Gene expression	Stemness	0.766	NS	0.37	NS	0.457	NS	0.186	NS
ENTPD4	PAAD	-0.335010626723712	0.0127516635210894	1.89443315555133	Overexpression	****	3e-09	8.52287874528034	Gene expression	Stemness	0.875	NS	0.929	NS	0.0234	Risky	0.936	NS
ENTPD4	SARC	-0.215119043717417	0.041912054019069	1.37766105481186	Overexpression	*	0.045	1.34678748622466	Gene expression	Stemness	0.366	NS	0.406	NS	0.671	NS	0.724	NS
ENTPD4	THCA	-0.297291915490407	0.015257653579243	1.81651224986345	Underexpression	****	3e-97	96.5228787452803	Gene expression	Stemness	0.214	NS	0.896	NS	0.348	NS	0.759	NS
ENTPD4	THYM	-0.279494349499749	0.0412276269444331	1.38481166239966	Underexpression	****	2e-06	5.69897000433602	Gene expression	Stemness	0.864	NS	0.869	NS			0.627	NS
ENTPD5	BRCA	-0.274103382472315	0.000510673003698918	3.29185710015207	Overexpression	**	0.0023	2.63827216398241	Gene expression	Stemness	0.939	NS	0.142	NS	0.124	NS	0.492	NS
ENTPD5	COAD	-0.319551364512498	0.0237225667692795	1.62483832233031	Unchanged	ns	0.26	0.585026652029182	Gene expression	Stemness	0.228	NS	0.172	NS	0.99	NS	0.299	NS
ENTPD5	COAD	-0.254632086702684	0.000869805278280262	3.06057796121306	Unchanged	ns	0.26	0.585026652029182	Gene expression	TMB	0.228	NS	0.172	NS	0.99	NS	0.299	NS
ENTPD5	KICH	-0.356211446745959	6.73803801125184e-12	11.1714665433652	Underexpression	***	0.00019	3.72124639904717	Gene expression	Stemness	0.0398	Risky	0.0568	NS	0.156	NS	0.0622	NS
ENTPD5	LAML	0.284827126395085	0.000103188265679571	3.98636968682083	Unchanged	ns	0.12	0.920818753952375	Gene expression	Stemness	0.469	NS						
ENTPD5	LGG	-0.186545773389319	2.38531062497536e-20	19.6224550573247	Overexpression	****	2.2e-20	19.6575773191778	Gene expression	Stemness	0.000886	Risky	0.00096	Risky	0.89	NS	0.000632	Risky
ENTPD5	LIHC	-0.159962968060123	1.54253919956566e-07	6.81176379070558	Overexpression	****	5.7e-05	4.24412514432751	Gene expression	Stemness	0.805	NS	0.563	NS	0.547	NS	0.922	NS
ENTPD5	PRAD	0.30808579038287	0.0159204273133159	1.79804527973123	Overexpression	****	7.1e-43	42.1487416512809	Gene expression	Stemness	0.985	NS	0.698	NS	0.137	NS	0.00642	Protective
ENTPD5	READ	-0.331069705480358	2.2603136504522e-06	5.64583129217596	Overexpression	*	0.023	1.63827216398241	Gene expression	Stemness	0.167	NS	0.258	NS	0.106	NS	0.349	NS
ENTPD5	SKCM	0.174062980149945	0.00493024391317568	2.3071315944092	Underexpression	****	1e-18	18	Gene expression	TMB	0.616	NS	0.493	NS			0.234	NS
ENTPD5	TGCT	-0.364766341499427	0.00515544530404253	2.28773381636766	Underexpression	****	4e-39	38.397940008672	Gene expression	Stemness	0.455	NS	0.529	NS	0.628	NS	0.598	NS
ENTPD5	THCA	-0.140898899485978	0.0193826118378311	1.71258770146846	Underexpression	****	2.9e-65	64.537602002101	Gene expression	Stemness	0.428	NS	0.854	NS	0.217	NS	0.714	NS
ENTPD5	THYM	-0.465347814887425	0.0208582379345655	1.68072238275598	Overexpression	****	1e-13	13	Gene expression	Stemness	0.661	NS	0.332	NS			0.36	NS
ENTPD6	BLCA	0.245802371105556	8.55639928203959e-06	5.06770895739405	Overexpression	****	2.8e-05	4.55284196865778	Gene expression	Stemness	0.676	NS	0.186	NS	0.814	NS	0.631	NS
ENTPD6	BRCA	0.108686166933016	1.49502405183202e-06	5.82535182038711	Overexpression	***	0.00054	3.26760624017703	Gene expression	Stemness	0.819	NS	0.95	NS	0.556	NS	0.905	NS
ENTPD6	COAD	-0.232153822307507	0.0492816726823501	1.30731456008904	Overexpression	****	4.8e-27	26.3187587626244	Gene expression	TMB	0.506	NS	0.506	NS	0.551	NS	0.307	NS
ENTPD6	ESCA	0.318821172241498	0.00391284294749439	2.40750758332993	Overexpression	*	0.011	1.95860731484178	Gene expression	Stemness	0.629	NS	0.4	NS	0.0912	NS	0.873	NS
ENTPD6	HNSC	0.132532001450199	1.18459387780265e-08	7.92643051620242	Overexpression	****	8.4e-10	9.07572071393812	Gene expression	Stemness	0.53	NS	0.332	NS	0.756	NS	0.0606	NS
ENTPD6	LAML	-0.264212286025795	5.73980022051247e-07	6.24110322339279	Overexpression	****	6.5e-12	11.1870866433571	Gene expression	Stemness	0.104	NS						
ENTPD6	LGG	0.275232325384691	0.000191183937032803	3.71854859925169	Underexpression	****	2.3e-10	9.63827216398241	Gene expression	Stemness	0.686	NS	0.293	NS	0.218	NS	0.166	NS
ENTPD6	LIHC	0.202650074517511	0.0323746211131231	1.48979530551896	Overexpression	****	3.6e-15	14.4436974992327	Gene expression	Stemness	0.00554	Risky	0.0121	Risky	0.101	NS	0.0181	Risky
ENTPD6	LUAD	0.1641026402547	0.0117614668257171	1.92953851205329	Underexpression	*	0.048	1.31875876262441	Gene expression	Stemness	0.202	NS	0.653	NS	0.382	NS	0.42	NS
ENTPD6	LUAD	0.140302667627983	0.00438939627549532	2.35759520920012	Underexpression	*	0.048	1.31875876262441	Gene expression	TMB	0.202	NS	0.653	NS	0.382	NS	0.42	NS
ENTPD6	LUSC	0.189548911731433	5.10731266913178e-09	8.29180755386916	Underexpression	****	7.5e-08	7.1249387366083	Gene expression	Stemness	0.0116	Risky	0.0128	Risky	0.21	NS	0.00591	Risky
ENTPD6	PAAD	0.300013798685208	0.00162011049269677	2.79045536525236	Overexpression	****	5.5e-26	25.2596373105058	Gene expression	MSI	0.45	NS	0.602	NS	0.457	NS	0.23	NS
ENTPD6	PAAD	0.254211567930044	1.76059578559411e-14	13.7543403420659	Overexpression	****	5.5e-26	25.2596373105058	Gene expression	Stemness	0.45	NS	0.602	NS	0.457	NS	0.23	NS
ENTPD6	PCPG	0.38784849305432	0.000717770948553032	3.14401412351523	Unchanged	ns	0.051	1.29242982390206	Gene expression	Stemness	0.292	NS	0.228	NS	0.799	NS	0.32	NS
ENTPD6	PRAD	0.338090020635609	0.00201883212961983	2.69489979210679	Unchanged	ns	0.061	1.21467016498923	Gene expression	Stemness	0.667	NS	0.732	NS	0.612	NS	0.372	NS
ENTPD6	SKCM	0.255321405518745	0.0330432666787178	1.48091702459584	Overexpression	****	1.2e-72	71.9208187539524	Gene expression	Stemness	0.92	NS	0.931	NS			0.742	NS
ENTPD6	STAD	0.489084002810544	0.000268575622168059	3.57093340953164	Overexpression	****	3.8e-14	13.4202164033832	Gene expression	Stemness	0.0442	Protective	0.0564	NS	0.0613	NS	0.0415	Protective
ENTPD6	THCA	-0.130685128958503	6.66577814669379e-26	25.1761491448114	Underexpression	****	2.4e-95	94.6197887582884	Gene expression	Stemness	0.488	NS	0.206	NS	0.406	NS	0.406	NS
ENTPD6	UCEC	0.423014310526801	0.0227522758486175	1.64297515553163	Unchanged	ns	0.57	0.244125144327509	Gene expression	Stemness	0.587	NS	0.381	NS	0.22	NS	0.83	NS
ENTPD8	BRCA	-0.192394353692479	9.52050406053025e-05	4.02134005740212	Overexpression	****	3.4e-30	29.4685210829577	Gene expression	Stemness	0.551	NS	0.374	NS	0.635	NS	0.568	NS
ENTPD8	COAD	-0.372298730197748	5.79451100149709e-08	7.23698320824433	Unchanged	ns	0.083	1.08092190762393	Gene expression	Stemness	0.443	NS	0.448	NS	0.0692	NS	0.979	NS
ENTPD8	KICH	-0.578770568543666	7.52800740320847e-09	8.12331996248582	Underexpression	****	2.4e-13	12.6197887582884	Gene expression	Stemness	0.149	NS	0.452	NS	0.104	NS	0.0797	NS
ENTPD8	KIRP	-0.257070436602029	0.0220934011074554	1.65573742272061	Unchanged	ns	0.85	0.0705810742857073	Gene expression	Stemness	0.00151	Protective	3.17e-05	Protective	0.14	NS	0.00279	Protective
ENTPD8	LAML	-0.442820126474539	6.80689774191451e-11	10.1670507736287	Underexpression	**	0.002	2.69897000433602	Gene expression	Stemness	0.598	NS						
ENTPD8	LGG	-0.272338200674332	7.24459899320741e-10	9.13998564882042	Underexpression	****	9.6e-07	6.01772876696043	Gene expression	Stemness	0.00546	Risky	0.00915	Risky	0.323	NS	0.0189	Risky
ENTPD8	LUAD	0.289608206064687	1.81910881444829e-10	9.74014132177159	Overexpression	****	6.2e-101	100.207608310502	Gene expression	Stemness	0.648	NS	0.795	NS	0.0868	NS	0.708	NS
ENTPD8	OV	-0.212120266715955	0.0107585251066251	1.96824726230885	Overexpression	****	2e-28	27.698970004336	Gene expression	Stemness	0.208	NS	0.153	NS	0.827	NS	0.648	NS
ENTPD8	READ	-0.328444991078404	8.86050491629533e-18	17.052541529116	Overexpression	**	0.0059	2.22914798835786	Gene expression	Stemness	0.853	NS	0.552	NS	0.384	NS	0.911	NS
ENTPD8	STAD	0.167960858350127	7.65633964421268e-08	7.11597880899093	Unchanged	ns	0.24	0.619788758288394	Gene expression	Stemness	0.0266	Protective	0.118	NS	0.146	NS	0.139	NS
ENTPD8	THCA	-0.365187963510864	0.00499027983110892	2.30187510052911	Overexpression	****	3.8e-40	39.4202164033832	Gene expression	Stemness	0.325	NS	0.812	NS	0.934	NS	0.723	NS
ENTPD8	UCEC	0.239518408275871	0.0436692029204867	1.35982473503981	Overexpression	****	5.8e-28	27.2365720064371	Gene expression	TMB	0.582	NS	0.444	NS	0.201	NS	0.0338	Protective
EPHX2	ACC	-0.37115985010439	0.0109608344486206	1.96015638174249	Underexpression	****	1.4e-23	22.8538719643218	Gene expression	TMB	0.00247	Protective	0.00426	Protective	0.852	NS	0.117	NS
EPHX2	BLCA	-0.292279014021085	2.61142549205679e-08	7.58312236073268	Underexpression	****	8.2e-15	14.0861861476163	Gene expression	Stemness	0.339	NS	0.195	NS	0.194	NS	0.719	NS
EPHX2	BRCA	-0.354163787484439	0.0044026002616964	2.3562907449335	Underexpression	****	5e-16	15.301029995664	Gene expression	Stemness	0.85	NS	0.184	NS	0.369	NS	0.945	NS
EPHX2	BRCA	-0.116604001316814	0.0355716334604772	1.44889619141857	Underexpression	****	5e-16	15.301029995664	Gene expression	MSI	0.85	NS	0.184	NS	0.369	NS	0.945	NS
EPHX2	GBM	-0.24571978387188	1.57137431733186e-26	25.803720349277	Underexpression	**	0.0088	2.05551732784983	Gene expression	Stemness	0.0704	NS	0.0906	NS			0.255	NS
EPHX2	KICH	-0.377985230730096	0.000774055253507521	3.11122803746058	Underexpression	***	2e-04	3.69897000433602	Gene expression	Stemness	0.767	NS	0.391	NS	0.313	NS	0.915	NS
EPHX2	LGG	-0.415856983856529	7.99934428390698e-35	34.0969456112021	Underexpression	****	8.3e-23	22.0809219076239	Gene expression	Stemness	0.000982	Risky	0.000849	Risky	0.22	NS	0.000498	Risky
EPHX2	LGG	-0.137210987975414	5.45768254718505e-05	4.26299172920393	Underexpression	****	8.3e-23	22.0809219076239	Gene expression	MSI	0.000982	Risky	0.000849	Risky	0.22	NS	0.000498	Risky
EPHX2	LUAD	-0.202554755477737	0.00476106243381116	2.32229612340222	Underexpression	****	3.6e-15	14.4436974992327	Gene expression	MSI	0.0664	NS	0.051	NS	0.606	NS	0.247	NS
EPHX2	LUAD	-0.221492569174648	0.027956594289828	1.55351573604591	Underexpression	****	3.6e-15	14.4436974992327	Gene expression	TMB	0.0664	NS	0.051	NS	0.606	NS	0.247	NS
EPHX2	LUAD	-0.357591045801679	0.0284895461905022	1.54531446857486	Underexpression	****	3.6e-15	14.4436974992327	Gene expression	Stemness	0.0664	NS	0.051	NS	0.606	NS	0.247	NS
EPHX2	LUSC	-0.234664548525655	0.00624585334704723	2.20440821724253	Underexpression	****	7.5e-17	16.1249387366083	Gene expression	Stemness	0.605	NS	0.482	NS	0.0387	Protective	0.11	NS
EPHX2	PCPG	-0.293194903808526	0.000205322209040876	3.68756407185574	Underexpression	**	0.0069	2.16115090926274	Gene expression	TMB	0.448	NS	0.429	NS	0.696	NS	0.0104	Protective
EPHX2	PRAD	-0.160299746936481	1.03258556654962e-21	20.9860739498017	Unchanged	ns	0.44	0.356547323513813	Gene expression	Stemness	0.726	NS	0.557	NS	0.0236	Protective	0.000356	Protective
EPHX2	TGCT	-0.742223468827764	4.88059793565043e-17	16.3115269681109	Underexpression	****	2.7e-23	22.568636235841	Gene expression	Stemness	0.905	NS	0.92	NS	0.222	NS	0.699	NS
EPHX2	THYM	0.369854077365647	9.40109673098636e-10	9.02682147869481	Overexpression	****	1.4e-60	59.8538719643218	Gene expression	Stemness	0.389	NS	0.131	NS			0.368	NS
EPHX2	THYM	-0.401997756147646	1.55509258379179e-05	4.80824374976709	Overexpression	****	1.4e-60	59.8538719643218	Gene expression	TMB	0.389	NS	0.131	NS			0.368	NS
EPHX2	UCEC	-0.445990044382745	1.17138202195329e-06	5.93130144568829	Underexpression	****	3.7e-33	32.431798275933	Gene expression	Stemness	0.759	NS	0.258	NS	0.467	NS	0.769	NS
EPHX2	UCEC	-0.264953998795687	0.00191771671908286	2.71721554545804	Underexpression	****	3.7e-33	32.431798275933	Gene expression	TMB	0.759	NS	0.258	NS	0.467	NS	0.769	NS
EPRS	ACC	0.398999119790349	0.00534990968279537	2.27165354967871	Overexpression	****	1.6e-06	5.79588001734407	Gene expression	Stemness	3.26e-08	Risky	4.36e-08	Risky	0.00423	Risky	1.29e-08	Risky
EPRS	BLCA	0.292512778991392	2.16754243522654e-08	7.66403239133534	Overexpression	****	1.8e-13	12.7447274948967	Gene expression	Stemness	0.0347	Risky	0.0117	Risky	0.412	NS	0.0357	Risky
EPRS	BRCA	0.130985039255272	0.000735161886966111	3.13361701618854	Overexpression	****	8.4e-133	132.075720713938	Gene expression	MSI	0.0556	NS	0.137	NS	0.209	NS	0.0837	NS
