genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var
FAM225A	LUSC	-0.285025390853815	0.000596640327028558	3.22428739593862	Unchanged	ns	0.05	1.30102999566398	Gene expression	Stemness
FAM225A	PAAD	-0.507622919537305	0.0104720363377682	1.97996885946104	Overexpression	****	7.6e-44	43.1191864077192	Gene expression	Stemness
FAM225A	PRAD	-0.367324430454789	5.06703257367727e-10	9.29524630381613	Underexpression	****	1.6e-07	6.79588001734407	Gene expression	Stemness
FAM225A	TGCT	0.284239396327766	0.000360667933697994	3.44289246826405	Underexpression	****	1.3e-49	48.8860566476932	Gene expression	Stemness
FAM225A	THCA	-0.477289638547983	1.63864807389977e-10	9.78551430815895	Underexpression	****	2.4e-20	19.6197887582884	Gene expression	Stemness
FAM225A	GBM	-0.244642235280967	0.00109688769012759	2.95983783737954	Unchanged	ns	0.16	0.795880017344075	Gene expression	Stemness
FAM225A	HNSC	-0.311059621469319	2.68661878053251e-17	16.5707939536847	Overexpression	****	4.5e-12	11.3467874862247	Gene expression	Stemness
FAM225A	SKCM	-0.375880846226249	9.31102697890559e-16	15.031002414972	Overexpression	****	4.1e-72	71.3872161432803	Gene expression	Stemness
FAM225A	THYM	-0.658850901924649	0.00665641962031998	2.17675930795453	Overexpression	****	5.1e-16	15.2924298239021	Gene expression	Stemness
FAM225A	UCEC	-0.262276749742593	5.03759466940305e-32	31.2977767792602	Underexpression	****	9.8e-34	33.0087739243075	Gene expression	Stemness
FAM225A	PCPG	-0.292837453981478	5.9673644721463e-15	14.2242174356924	Overexpression	*	0.023	1.63827216398241	Gene expression	Stemness
FAM225A	OV	-0.245326088283217	0.00321183604864444	2.49324663181998	Unchanged	ns	0.065	1.18708664335714	Gene expression	Stemness
FAM225B	BLCA	-0.161930600167943	0.0134686161787173	1.8706770231946	Unchanged	ns	0.61	0.214670164989233	Gene expression	Stemness
FAM225B	BRCA	-0.359306416161307	6.55972944859235e-36	35.1831140724241	Unchanged	ns	0.52	0.283996656365201	Gene expression	Stemness
FAM225B	CESC	-0.317685623054491	2.65694234674048e-07	6.57561786928717	Underexpression	***	0.00016	3.79588001734407	Gene expression	Stemness
FAM225B	COAD	-0.445979477312485	1.29872701882535e-15	14.8864821242745	Overexpression	**	0.0022	2.65757731917779	Gene expression	Stemness
FAM225B	KIRC	-0.383919546270794	0.00408785915401154	2.38850407610459	Overexpression	****	3.4e-12	11.4685210829577	Gene expression	Stemness
FAM225B	KIRP	-0.294516993501443	5.85571925336537e-21	20.2324197532675	Unchanged	ns	0.85	0.0705810742857073	Gene expression	Stemness
FAM225B	LUAD	-0.138022760021658	1.74179468920735e-20	19.7590030379617	Overexpression	****	2.1e-20	19.6777807052661	Gene expression	Stemness
FAM225B	LUSC	-0.346356529923073	1.83082691016265e-06	5.7373527127789	Overexpression	*	0.011	1.95860731484178	Gene expression	Stemness
FAM225B	PAAD	-0.552462196320128	0.014912312821564	1.82645499452509	Overexpression	****	1.4e-41	40.8538719643218	Gene expression	Stemness
FAM225B	PRAD	-0.484984177168699	5.0352215541857e-15	14.29798141535	Underexpression	****	1.6e-09	8.79588001734407	Gene expression	Stemness
FAM225B	STAD	-0.161705631652184	5.99139739091816e-08	7.2224718740402	Overexpression	****	4.9e-20	19.3098039199715	Gene expression	Stemness
FAM225B	THCA	-0.465451685244577	7.54035146605486e-13	12.1226084106009	Underexpression	****	2.8e-49	48.5528419686578	Gene expression	Stemness
FAM225B	GBM	-0.279180114482268	1.32841937615919e-07	6.87666479846236	Overexpression	****	5.6e-16	15.2518119729938	Gene expression	Stemness
FAM225B	HNSC	-0.396378689594802	7.08302793224076e-32	31.1497810455383	Overexpression	****	1.1e-09	8.95860731484177	Gene expression	Stemness
FAM225B	SKCM	-0.410991779258853	3.9138382876591e-19	18.4073971225278	Overexpression	****	6.1e-19	18.2146701649892	Gene expression	Stemness
FAM225B	THYM	-0.609967077571759	0.012439528531265	1.90519607946435	Overexpression	****	1.4e-35	34.8538719643218	Gene expression	Stemness
FAM225B	UCEC	-0.409280922550759	2.77428967735013e-30	29.5568481940535	Underexpression	****	1e-38	38	Gene expression	Stemness
FAM225B	PCPG	-0.411818901476891	2.68183797760029e-12	11.5715674634567	Unchanged	ns	0.11	0.958607314841775	Gene expression	Stemness
FAM225B	OV	-0.333235013244394	3.70845174944532e-08	7.43080736720793	Underexpression	****	3e-11	10.5228787452803	Gene expression	Stemness
FAM230B	LIHC	0.223318386235997	0.000128584382864762	3.89081177517166	Underexpression	****	3.7e-08	7.43179827593301	Gene expression	Stemness
FAM230B	THCA	-0.440207440272405	1.0407375015781e-26	25.9826587959379	Overexpression	****	4.6e-50	49.3372421683184	Gene expression	Stemness
FAM230B	THYM	-0.370363427453867	0.000898115202326396	3.04666795227957	Overexpression	****	1.2e-24	23.9208187539524	Gene expression	Stemness
FAM66C	BLCA	-0.190204184329141	0.00101235457108993	2.99466735182634	Underexpression	****	1.2e-08	7.92081875395237	Gene expression	Stemness
FAM66C	BRCA	-0.290028169051679	6.80310359883524e-23	22.1672929154778	Underexpression	****	3.1e-50	49.5086383061657	Gene expression	Stemness
FAM66C	CESC	-0.33977617065181	2.12499719822901e-08	7.67264163822284	Underexpression	****	2e-09	8.69897000433602	Gene expression	Stemness
FAM66C	COAD	-0.45674927703995	1.88840457775834e-16	15.7239049554486	Underexpression	****	2.2e-53	52.6575773191778	Gene expression	Stemness
FAM66C	ESCA	-0.29232344227154	0.000597276725279384	3.22382440854051	Underexpression	****	1.6e-37	36.7958800173441	Gene expression	Stemness
FAM66C	KICH	-0.564233623398629	0.0012637325824632	2.89834481707236	Underexpression	****	6.4e-08	7.19382002601611	Gene expression	Stemness
FAM66C	KIRC	-0.213550423500876	2.441298091812e-07	6.61237918833169	Underexpression	**	0.0033	2.48148606012211	Gene expression	Stemness
FAM66C	KIRP	-0.334928543594103	1.52935048974866e-07	6.81549297350174	Unchanged	ns	0.33	0.481486060122112	Gene expression	Stemness
FAM66C	LGG	0.418250052321695	2.83508479501647e-06	5.54743394719188	Overexpression	****	5.8e-31	30.2365720064371	Gene expression	Stemness
FAM66C	LIHC	-0.299644929696437	2.12499719822901e-08	7.67264163822284	Unchanged	ns	0.074	1.13076828026902	Gene expression	Stemness
FAM66C	LUAD	-0.38661770089759	5.48483447247067e-22	21.2608364745209	Underexpression	****	3.8e-76	75.4202164033832	Gene expression	Stemness
FAM66C	LUSC	-0.175153889046386	8.9069421748266e-09	8.05027136717854	Underexpression	****	4.5e-45	44.3467874862247	Gene expression	Stemness
FAM66C	PAAD	-0.453644558190409	3.83438515181719e-20	19.4163042657647	Overexpression	****	6e-22	21.2218487496164	Gene expression	Stemness
FAM66C	PRAD	-0.382714076385245	0.000632812968419188	3.19872462929676	Underexpression	****	1.2e-35	34.9208187539524	Gene expression	Stemness
FAM66C	READ	-0.512235291482518	2.86716819224747e-08	7.54254682996162	Underexpression	****	3.5e-28	27.4559319556497	Gene expression	Stemness
FAM66C	STAD	-0.614174582123276	0.00555657124502452	2.25519311286079	Underexpression	****	3.6e-08	7.44369749923271	Gene expression	Stemness
FAM66C	TGCT	-0.531697765719378	6.37963634453273e-19	18.1952040764613	Unchanged	ns	0.89	0.0506099933550872	Gene expression	Stemness
FAM66C	THCA	-0.296081421475195	1.11806222928914e-06	5.95153402374408	Underexpression	****	1.3e-30	29.8860566476932	Gene expression	Stemness
FAM66C	GBM	0.291502832187847	2.11736366052056e-11	10.6742045448177	Underexpression	**	0.0018	2.74472749489669	Gene expression	Stemness
FAM66C	HNSC	-0.237090855919308	9.85348206904492e-45	44.0064102693868	Unchanged	ns	0.4	0.397940008672038	Gene expression	Stemness
FAM66C	SKCM	-0.321988306145377	3.66984351272002e-11	10.4353524542796	Underexpression	****	5.3e-39	38.2757241303992	Gene expression	Stemness
FAM66C	THYM	-0.62685771615567	1.68131893271498e-11	10.7743498965664	Overexpression	****	2.7e-45	44.568636235841	Gene expression	Stemness
FAM66C	UCEC	-0.466041855466316	3.92552916510937e-13	12.4061017916584	Underexpression	****	1.4e-38	37.8538719643218	Gene expression	Stemness
FAM66C	PCPG	0.25210754676642	7.18345645664686e-11	10.14366653642	Overexpression	**	0.0036	2.44369749923271	Gene expression	Stemness
FAM83A-AS1	BRCA	0.166313490211917	2.6189954128199e-07	6.58186526224249	Overexpression	****	9.4e-13	12.0268721464003	Gene expression	Stemness
FAM83A-AS1	KIRC	0.136175401323768	0.0242439116025527	1.61539730817108	Unchanged	ns	0.19	0.721246399047171	Gene expression	Stemness
FAM83A-AS1	LIHC	-0.191391599094671	0.00230294176709155	2.63771704360353	Underexpression	****	2.9e-19	18.537602002101	Gene expression	Stemness
FAM83A-AS1	LUAD	0.315268931239199	5.22398218661355e-13	12.281998312642	Overexpression	****	9.2e-119	118.036212172654	Gene expression	Stemness
FAM83A-AS1	LUSC	0.168973523203632	0.00242654259043915	2.61501208158736	Overexpression	****	4.3e-80	79.3665315444204	Gene expression	Stemness
FAM83A-AS1	TGCT	0.395960146574791	1.17684153991193e-05	4.92928201037219	Underexpression	****	5e-39	38.301029995664	Gene expression	Stemness
FAM83A-AS1	THCA	-0.27672915188163	6.6546026408976e-10	9.17687787197258	Overexpression	****	3.9e-07	6.4089353929735	Gene expression	Stemness
FAM83A-AS1	THYM	-0.465307953599265	2.26687180012847e-06	5.64457304011659	Unchanged	ns	0.82	0.0861861476162833	Gene expression	Stemness
FAM83A-AS1	UCEC	0.268087318775547	0.0030992486072144	2.50874358529318	Overexpression	****	3.3e-14	13.4814860601221	Gene expression	Stemness
FAM83C-AS1	BRCA	0.200996228412504	9.52552844816865e-11	10.0211109216096	Underexpression	****	9.3e-17	16.0315170514461	Gene expression	Stemness
FAM83C-AS1	COAD	0.241402655498451	0.000379303756419094	3.42101285625844	Underexpression	****	8.5e-17	16.0705810742857	Gene expression	Stemness
FAM83C-AS1	LIHC	0.264043059144262	1.32033346566177e-06	5.87931636878886	Underexpression	**	0.006	2.22184874961636	Gene expression	Stemness
FAM83C-AS1	LUAD	0.162916403386226	0.00286689673840396	2.5425879494494	Underexpression	****	2.1e-15	14.6777807052661	Gene expression	Stemness
FAM83C-AS1	LUSC	0.252357359123913	1.14387679527922e-07	6.94162075002888	Overexpression	****	3.8e-32	31.4202164033832	Gene expression	Stemness
FAM83C-AS1	STAD	0.166883776150681	0.0131851745524692	1.87991411640734	Underexpression	****	4e-06	5.39794000867204	Gene expression	Stemness
FAM83C-AS1	UCEC	0.254613131671179	0.00741307639639665	2.13000152417847	Overexpression	****	4.6e-09	8.33724216831843	Gene expression	Stemness
FAM83H-AS1	BLCA	0.26101726548077	1.22079869269165e-06	5.91335594445891	Overexpression	****	5.7e-05	4.24412514432751	Gene expression	Stemness
FAM83H-AS1	BRCA	0.427300309215174	2.89158899306547e-52	51.538863437079	Overexpression	****	3.7e-127	126.431798275933	Gene expression	Stemness
FAM83H-AS1	CESC	0.338322707313512	3.11793378442904e-08	7.50613311216271	Overexpression	****	4.9e-05	4.30980391997149	Gene expression	Stemness
FAM83H-AS1	COAD	0.420942024264984	9.99258056828336e-14	13.0003223414196	Overexpression	****	9.3e-102	101.031517051446	Gene expression	Stemness
FAM83H-AS1	ESCA	0.471402109644809	1.73276412571897e-10	9.76126055204122	Overexpression	****	8.1e-36	35.0915149811213	Gene expression	Stemness
FAM83H-AS1	KIRP	-0.175301396848642	0.000418317013384556	3.37849447185548	Overexpression	****	1.4e-07	6.85387196432176	Gene expression	Stemness
FAM83H-AS1	LGG	-0.201571127080449	3.97477167313102e-06	5.4006878139125	Underexpression	****	7.9e-41	40.1023729087096	Gene expression	Stemness
FAM83H-AS1	LUAD	0.388569747540165	0.0281471689806725	1.5505652796013	Overexpression	****	5.3e-92	91.2757241303992	Gene expression	Stemness
FAM83H-AS1	LUSC	0.52816968593463	6.69769051963872e-05	4.17407492378904	Overexpression	****	2.9e-115	114.537602002101	Gene expression	Stemness
FAM83H-AS1	PRAD	0.462343286590631	2.23227494184642e-20	19.6512523158397	Overexpression	****	5.7e-34	33.2441251443275	Gene expression	Stemness
FAM83H-AS1	READ	0.365683668321714	4.77095241533893e-38	37.3213949149981	Overexpression	****	4.3e-47	46.3665315444204	Gene expression	Stemness
FAM83H-AS1	STAD	0.498877580618037	1.2767670311245e-28	27.8938883402678	Overexpression	****	6.2e-69	68.2076083105017	Gene expression	Stemness
FAM83H-AS1	TGCT	-0.401453302319385	0.00362579598691089	2.44059663605173	Underexpression	****	5.1e-41	40.2924298239021	Gene expression	Stemness
FAM83H-AS1	THCA	-0.292401519174367	3.76794660432306e-27	26.4238952602348	Unchanged	ns	0.17	0.769551078621726	Gene expression	Stemness
FAM83H-AS1	GBM	-0.318385297581741	5.40771790948206e-06	5.2669859711993	Underexpression	****	7.7e-23	22.1135092748275	Gene expression	Stemness
FAM83H-AS1	HNSC	0.218500461352363	3.44847142740802e-11	10.4623733680426	Overexpression	****	6.7e-07	6.17392519729917	Gene expression	Stemness
FAM83H-AS1	THYM	-0.45307802897777	3.97477167313102e-06	5.4006878139125	Overexpression	****	1.1e-60	59.9586073148418	Gene expression	Stemness
FAM83H-AS1	UCEC	0.410319021018907	3.48696527666436e-08	7.45755237732381	Overexpression	****	2e-40	39.698970004336	Gene expression	Stemness
FAM87A	BRCA	-0.145106128261199	1.68467924526311e-05	4.77348277447967	Unchanged	ns	0.051	1.29242982390206	Gene expression	Stemness
FAM87A	KIRC	-0.179210852782493	0.000395811387205957	3.40251171561327	Unchanged	ns	0.42	0.3767507096021	Gene expression	Stemness
FAM87A	LGG	0.168146252774212	0.00333862784472581	2.47643198884913	Underexpression	**	0.0097	2.01322826573376	Gene expression	Stemness
FAM87A	PAAD	-0.281909837007104	0.0209083454788761	1.67968033245367	Underexpression	****	2.4e-38	37.6197887582884	Gene expression	Stemness
FAM87A	MESO	-0.353806658869005	0.00815608314889479	2.08851835536544					Gene expression	Stemness
FAM87A	THYM	-0.476766523394073	6.65870556607928e-05	4.17661018826921	Overexpression	****	3.4e-25	24.4685210829577	Gene expression	Stemness
FAM87A	SARC	-0.289534940720912	1.06768874968241e-06	5.97155533344638	Unchanged	ns	0.97	0.0132282657337552	Gene expression	Stemness
FAM99A	LIHC	-0.228613665230463	7.44717959699682e-05	4.12800817253716	Underexpression	****	6.1e-49	48.2146701649892	Gene expression	Stemness
FAM99A	TGCT	-0.319641954666523	0.00174751961329054	2.75757794124977	Underexpression	****	3.7e-47	46.431798275933	Gene expression	Stemness
FBXL19-AS1	BLCA	0.151264862908322	0.0494783021701655	1.30558521144347	Unchanged	ns	0.97	0.0132282657337552	Gene expression	Stemness
FBXL19-AS1	LAML	0.335134115327054	0.000277018122551343	3.55749181842077	Overexpression	****	8.7e-33	32.0604807473814	Gene expression	Stemness
FBXL19-AS1	LGG	0.211096735405794	3.60800465255516e-05	4.44273291110301	Overexpression	****	1.8e-10	9.74472749489669	Gene expression	Stemness
FBXL19-AS1	LUAD	0.168925516857251	0.00150275174956355	2.82311275773609	Overexpression	****	1.1e-06	5.95860731484177	Gene expression	Stemness
FBXL19-AS1	PRAD	0.223736532119036	4.40120570603e-06	5.3564283326627	Overexpression	****	7.6e-06	5.11918640771921	Gene expression	Stemness
FBXL19-AS1	TGCT	-0.36990851341869	7.57831929876297e-05	4.12042710046384	Underexpression	****	1.2e-40	39.9208187539524	Gene expression	Stemness
FBXL19-AS1	THCA	-0.249346363808342	5.96291668115405e-08	7.22454125893664	Underexpression	****	3.6e-50	49.4436974992327	Gene expression	Stemness
FENDRR	BLCA	-0.603227049615403	1.03034290814321e-41	40.9870182138093	Underexpression	****	6.7e-17	16.1739251972992	Gene expression	Stemness
FENDRR	BRCA	-0.150370328636875	3.77722200925581e-06	5.42282748841548	Underexpression	****	2.2e-37	36.6575773191778	Gene expression	Stemness
FENDRR	COAD	-0.521813809424221	0.0410621815751143	1.38655798090636	Underexpression	****	2.6e-87	86.5850266520292	Gene expression	Stemness
FENDRR	ESCA	-0.518475896577263	2.58278352165366e-22	21.5879119930877	Underexpression	****	1.3e-52	51.8860566476932	Gene expression	Stemness
FENDRR	KIRC	-0.344205034336907	4.38725328986939e-13	12.357807291691	Overexpression	****	3.3e-10	9.48148606012211	Gene expression	Stemness
FENDRR	KIRP	-0.182809254546193	2.74172295247894e-16	15.5619764322192	Underexpression	****	9.3e-13	12.0315170514461	Gene expression	Stemness
FENDRR	LIHC	-0.648666642258424	0.0175537885135471	1.75562913828846	Underexpression	****	1e-60	60	Gene expression	Stemness
FENDRR	LUAD	-0.639622798177626	8.4933434842719e-50	49.0709213120029	Underexpression	****	5.1e-132	131.292429823902	Gene expression	Stemness
FENDRR	LUSC	-0.526018904523919	6.13179065839194e-65	64.2124126805393	Underexpression	****	4e-130	129.397940008672	Gene expression	Stemness
FENDRR	PAAD	-0.397307912034223	9.63147941694892e-38	37.0163069991403	Overexpression	****	1.3e-43	42.8860566476932	Gene expression	Stemness
FENDRR	PRAD	-0.739079587186795	1.38121229864702e-09	8.85973956324269	Underexpression	****	2.1e-45	44.6777807052661	Gene expression	Stemness
FENDRR	READ	-0.484539592903179	3.60916175938811e-06	5.44259365281571	Underexpression	****	4.5e-40	39.3467874862247	Gene expression	Stemness
FENDRR	STAD	-0.677812155064997	5.62494900262896e-06	5.24988141063478	Underexpression	****	2.2e-21	20.6575773191778	Gene expression	Stemness
FENDRR	TGCT	-0.648067746773431	2.27061887893963e-93	92.6438557555485	Underexpression	****	1.6e-09	8.79588001734407	Gene expression	Stemness
FENDRR	SKCM	-0.240746430797714	7.29710003162759e-06	5.13684970022039	Underexpression	****	2e-41	40.698970004336	Gene expression	Stemness
FENDRR	UCEC	-0.46785595119842	2.6649645153242e-06	5.57430856933966	Underexpression	****	2.2e-27	26.6575773191778	Gene expression	Stemness
FENDRR	PCPG	-0.366434316171085	4.7123855868699e-58	57.3267591809971	Unchanged	ns	0.2	0.698970004336019	Gene expression	Stemness
FENDRR	OV	-0.364076575008525	3.55243278350765e-18	17.4494741307201	Underexpression	****	1.8e-06	5.74472749489669	Gene expression	Stemness
FENDRR	CHOL	-0.436251513225056	5.76891228046746e-11	10.2389060646818	Unchanged	ns	0.23	0.638272163982407	Gene expression	Stemness
FER1L4	KICH	-0.550235071779585	5.80429252812455e-10	9.2362507078558	Underexpression	****	1.1e-12	11.9586073148418	Gene expression	Stemness
FER1L4	KIRC	-0.385811043527698	6.05230200702041e-07	6.21807940901799	Overexpression	****	5.6e-31	30.2518119729938	Gene expression	Stemness
FER1L4	LGG	-0.325684107049861	1.16323154681402e-20	19.9343338282685	Underexpression	****	3.7e-191	190.431798275933	Gene expression	Stemness
FER1L4	LIHC	0.172355820102918	7.32745998044198e-13	12.13504654482	Unchanged	ns	0.35	0.455931955649724	Gene expression	Stemness
FER1L4	LUAD	0.218679590014266	0.00921002621328285	2.03573913372629	Overexpression	**	0.0071	2.14874165128092	Gene expression	Stemness
FER1L4	PRAD	-0.327860375950391	3.7050030471632e-06	5.43121143050095	Underexpression	****	3.2e-35	34.4948500216801	Gene expression	Stemness
FER1L4	TGCT	-0.472847092074633	0.00921002621328285	2.03573913372629	Underexpression	****	1.3e-13	12.8860566476932	Gene expression	Stemness
FER1L4	THCA	-0.442950008289356	1.39614357495167e-13	12.8550699179571	Underexpression	****	2.4e-10	9.61978875828839	Gene expression	Stemness
FER1L4	GBM	-0.484897898004749	4.91203363912191e-06	5.3087386676741	Underexpression	****	8.1e-10	9.09151498112135	Gene expression	Stemness
FER1L4	SKCM	-0.236842550949719	1.82446016288405e-08	7.73886561502255	Underexpression	****	1.3e-56	55.8860566476932	Gene expression	Stemness
FER1L4	THYM	-0.565315912397252	4.42789622135512e-27	26.353802566434	Overexpression	****	1.1e-21	20.9586073148418	Gene expression	Stemness
FER1L4	OV	-0.20153331380343	4.13219496310342e-10	9.38381919600951	Underexpression	****	4.8e-34	33.3187587626244	Gene expression	Stemness
FEZF1-AS1	BLCA	0.149644617714413	0.0390208018202234	1.40870381073543	Overexpression	****	5.1e-05	4.29242982390206	Gene expression	Stemness
FEZF1-AS1	CESC	0.194473588759889	0.0124924359799879	1.90335286750949	Overexpression	****	2.5e-07	6.60205999132796	Gene expression	Stemness
FEZF1-AS1	COAD	0.299345555665163	1.43163298597956e-06	5.84416830367134	Overexpression	****	2e-67	66.698970004336	Gene expression	Stemness
FEZF1-AS1	ESCA	0.313914943885626	0.000278497360790543	3.55517891610797	Overexpression	****	1.9e-61	60.7212463990472	Gene expression	Stemness
FEZF1-AS1	LGG	-0.331239751086773	0.000741099514355545	3.13012347132745	Underexpression	****	3.8e-25	24.4202164033832	Gene expression	Stemness
FEZF1-AS1	LIHC	0.200743873771946	2.04824964976182e-06	5.68861711073026	Overexpression	****	1.6e-17	16.7958800173441	Gene expression	Stemness
FEZF1-AS1	LUAD	0.154235796784258	2.6596284498302e-13	12.5751790300829	Overexpression	****	1.6e-90	89.7958800173441	Gene expression	Stemness
FEZF1-AS1	LUSC	0.348874551574039	0.000819652250140569	3.08637036454068	Overexpression	****	1.4e-84	83.8538719643218	Gene expression	Stemness
FEZF1-AS1	PRAD	0.197678758937958	0.00506441890681318	2.29547037854501	Overexpression	****	3.7e-13	12.431798275933	Gene expression	Stemness
FEZF1-AS1	READ	0.427717404278871	3.74402809245039e-15	14.4266609012933	Overexpression	****	2.8e-27	26.5528419686578	Gene expression	Stemness
FEZF1-AS1	STAD	0.203072583249678	9.67801823021802e-05	4.014213564158	Overexpression	****	2.6e-74	73.5850266520292	Gene expression	Stemness
FEZF1-AS1	THCA	-0.154233924122286	0.000290847283354091	3.53633498835466	Underexpression	****	3e-09	8.52287874528034	Gene expression	Stemness
FEZF1-AS1	GBM	-0.313790890396818	0.00051589618974373	3.2874376796851	Unchanged	ns	0.64	0.193820026016113	Gene expression	Stemness
FEZF1-AS1	HNSC	0.225713718999212	0.00506441890681318	2.29547037854501	Overexpression	****	2.3e-06	5.63827216398241	Gene expression	Stemness
FEZF1-AS1	THYM	-0.483416989616283	6.04256032986019e-07	6.21877900483515	Overexpression	****	4.2e-61	60.3767507096021	Gene expression	Stemness
FGD5-AS1	BRCA	-0.136454906459635	6.08973447100123e-05	4.21540164337583	Underexpression	*	0.019	1.72124639904717	Gene expression	Stemness
FGD5-AS1	COAD	-0.331098663687355	3.79441246927755e-08	7.42085546116624	Underexpression	***	0.00058	3.23657200643706	Gene expression	Stemness
FGD5-AS1	KIRP	-0.322389811970318	1.29807164631256e-07	6.88670133624176	Unchanged	ns	0.25	0.602059991327962	Gene expression	Stemness
FGD5-AS1	LUAD	-0.228102703454723	1.14313466264836e-06	5.94190260617491	Underexpression	****	1.2e-24	23.9208187539524	Gene expression	Stemness
FGD5-AS1	LUSC	-0.203040491323758	6.08973447100123e-05	4.21540164337583	Underexpression	****	1.4e-35	34.8538719643218	Gene expression	Stemness
FGD5-AS1	PAAD	-0.373595858810951	2.84419606335075e-05	4.54604046901949	Overexpression	****	2.3e-48	47.6382721639824	Gene expression	Stemness
FGD5-AS1	PRAD	-0.145051627057106	0.0312652324477778	1.50493833811998	Underexpression	***	0.00038	3.42021640338319	Gene expression	Stemness
FGD5-AS1	TGCT	-0.479293769466009	0.0153650525936905	1.81346594884005	Unchanged	ns	0.071	1.14874165128092	Gene expression	Stemness
FGD5-AS1	THCA	-0.303311548734169	0.0344800984918285	1.46243150229058	Overexpression	****	1e-05	5	Gene expression	Stemness
FGD5-AS1	SKCM	-0.144191610084625	1.13580754118595e-08	7.94469525214792	Unchanged	ns	0.072	1.14266750356873	Gene expression	Stemness
FGD5-AS1	THYM	-0.546775623580517	5.4444831307504e-12	11.264043343478	Overexpression	****	2e-16	15.698970004336	Gene expression	Stemness
FGD5-AS1	UCEC	-0.290292776257657	2.78041940447261e-09	8.55588968922226	Underexpression	****	7.5e-20	19.1249387366083	Gene expression	Stemness
FGD5-AS1	UCS	-0.447429962176863	0.000698647759014978	3.15574172965212	Underexpression	****	3.2e-09	8.49485002168009	Gene expression	Stemness
FGD5-AS1	PCPG	0.232565935713886	0.0111273426118171	1.95360853978215	Unchanged	ns	0.17	0.769551078621726	Gene expression	Stemness
FGF12-AS2	KIRC	-0.335167931737892	2.79884165343716e-15	14.5530216713744	Overexpression	****	5.2e-13	12.2839966563652	Gene expression	Stemness
FGF12-AS2	LGG	0.228692597857931	4.05822659703214e-06	5.39166370715649	Unchanged	ns	0.22	0.657577319177794	Gene expression	Stemness
FGF12-AS2	LUAD	0.225686011624733	1.82826653167696e-06	5.73796049087863	Underexpression	****	2.8e-16	15.5528419686578	Gene expression	Stemness
FGF12-AS2	LUSC	0.176195594198541	0.00127039476448818	2.89606130471435	Overexpression	****	5.9e-32	31.2291479883579	Gene expression	Stemness
FGF12-AS2	THYM	-0.409973954877102	9.04182252815135e-05	4.04374402150002	Underexpression	****	2.3e-20	19.6382721639824	Gene expression	Stemness
FGF14-AS2	BLCA	-0.182008389129964	0.0032375486741404	2.48978369356654	Underexpression	****	1.2e-09	8.92081875395237	Gene expression	Stemness
FGF14-AS2	BRCA	-0.410117690485363	8.5956490637555e-48	47.0657213238444	Underexpression	****	2.7e-121	120.568636235841	Gene expression	Stemness
FGF14-AS2	CESC	-0.32697926879514	1.07617583950775e-07	6.96811676223028	Underexpression	****	1.4e-07	6.85387196432176	Gene expression	Stemness
FGF14-AS2	COAD	-0.541408250402818	2.64074893480629e-24	23.5782728867186	Underexpression	****	3.3e-81	80.4814860601221	Gene expression	Stemness
FGF14-AS2	ESCA	-0.380800417455639	1.25204439892785e-06	5.90238027027297	Underexpression	****	4.5e-61	60.3467874862247	Gene expression	Stemness
FGF14-AS2	KICH	-0.705979441913734	0.00198852712319305	2.70146848093008	Underexpression	****	1.3e-13	12.8860566476932	Gene expression	Stemness
FGF14-AS2	KIRC	-0.13464913485753	2.86827781007813e-13	12.5423787869161	Underexpression	****	1.3e-19	18.8860566476932	Gene expression	Stemness
FGF14-AS2	KIRP	-0.409908916126807	0.0188177446959302	1.72543242792282	Overexpression	**	0.0015	2.82390874094432	Gene expression	Stemness
FGF14-AS2	LGG	-0.344651375477276	7.7465902460567e-13	12.1108894153232	Overexpression	****	2e-86	85.698970004336	Gene expression	Stemness
FGF14-AS2	LUAD	-0.443214735190915	1.51689397632626e-14	13.819044773271	Underexpression	****	2.1e-63	62.6777807052661	Gene expression	Stemness
FGF14-AS2	PAAD	-0.633986915020861	3.70510724396064e-27	26.4311992168921	Overexpression	**	0.0031	2.50863830616573	Gene expression	Stemness
FGF14-AS2	PRAD	-0.671301450213964	4.93119927056761e-18	17.3070474472033	Underexpression	****	2.4e-26	25.6197887582884	Gene expression	Stemness
FGF14-AS2	READ	-0.609213355696045	7.17612242424419e-71	70.1441101608614	Underexpression	****	1.6e-38	37.7958800173441	Gene expression	Stemness
FGF14-AS2	STAD	-0.639502384928048	6.73690458259929e-10	9.17153960368548	Underexpression	****	2.1e-27	26.6777807052661	Gene expression	Stemness
FGF14-AS2	THCA	-0.154756382980408	1.16207277170211e-49	48.9347666745627	Underexpression	****	1.4e-19	18.8538719643218	Gene expression	Stemness
FGF14-AS2	HNSC	-0.164011759633113	0.00394364748309695	2.40410191294687	Underexpression	****	2.1e-08	7.67778070526608	Gene expression	Stemness
FGF14-AS2	UCEC	-0.378159411722891	6.85439618970737e-07	6.1640307966043	Underexpression	****	1.9e-24	23.7212463990472	Gene expression	Stemness
FIRRE	BLCA	0.20257084572483	0.000744784810946336	3.12796918888689	Overexpression	****	2.9e-12	11.537602002101	Gene expression	Stemness
FIRRE	BRCA	0.1724477495383	7.13883557725939e-08	7.1463726206624	Unchanged	ns	0.18	0.744727494896694	Gene expression	Stemness
