deathtype	gene	description	gene_id	gene_biotype	pmid	comment
Ferroptosis	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905.13	protein_coding	27506793	Silencing ALOX genes made cells resistant to ferroptosis.
Ferroptosis	ALOX15B	arachidonate 15-lipoxygenase type B	ENSG00000179593.16	protein_coding	27506793	Silencing ALOX genes made cells resistant to ferroptosis. Erastin-induced cell death was rescued by silencing either ALOX15B or ALOXE3, which supported the hypothesis that lipoxygenases are required for ferroptosis.
Ferroptosis	ALOXE3	arachidonate lipoxygenase 3	ENSG00000179148.10	protein_coding	27506793	Silencing ALOX genes made cells resistant to ferroptosis. Erastin-induced cell death was rescued by silencing either ALOX15B or ALOXE3, which supported the hypothesis that lipoxygenases are required for ferroptosis.
Ferroptosis	ACO1	aconitase 1	ENSG00000122729.19	protein_coding	27514700	The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.
Ferroptosis	GLS2	glutaminase 2	ENSG00000135423.13	protein_coding	27514700	The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.
Ferroptosis	G6PD	glucose-6-phosphate dehydrogenase	ENSG00000160211	protein_coding	27514700	The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	27565726	Knockdown inhibited erastin-induced ferroptosis, whereas overexpression restored ferroptosis sensitization.
Ferroptosis	SAT1	spermidine/spermine N1-acetyltransferase 1	ENSG00000130066.17	protein_coding	27698118	p53-mediated activation of SAT1 contributes to ferroptotic cell death in the presence of ROS stress. Knockdown of Sat1 partially rescued ROS-induced ferroptosis.
Ferroptosis	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905.13	protein_coding	27698118	SAT1- and ROS-induced ferroptosis was completely abrogated by PD146176, an ALOX15-specific inhibitor.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	27842066	Inhibition of ACSL4 was effective in protecting against RSL3-induced cell death. Acsl4 KO cells are resistant to ferroptosis.
Ferroptosis	LPCAT3	lysophosphatidylcholine acyltransferase 3	ENSG00000111684.11	protein_coding	27842066	Knockdown of Lpcat3 increased resistance to ferroptosis triggered by RSL3.
Ferroptosis	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905.13	protein_coding	27842066	Liproxstatin-1 inhibited the 15-LOX enzymatic activity and suppressed ferroptosis.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	27842070	An essential proferroptotic gene. Re-expression of Flag-tagged human wild-type (WT) ACSL4 (ACSL4-Flag) in Acsl4 KO Pfa1 cells restored full sensitivity to ferroptosis induction. Inhibition showed significantly prolonged survival compared to vehicle-treated mice.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	28551825	Knockout of Acsl4 in ferroptosis-sensitive cells conferred protection from erastin- and RSL3-induced cell death.
Ferroptosis	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905.13	protein_coding	28837253	Suppression of ferroptosis following ALOX15 silencing was detected in cancer cells. Cells with exogenous expression of ALOX15 had an increased cell death rate following RSL3 treatment.
Ferroptosis	ALOX12	arachidonate 12-lipoxygenase, 12S type	ENSG00000108839.12	protein_coding	28837253	12__OX inhibitors prevented cell death, whereas ALOX12 overexpression significantly enhanced cell death. ALOX12 expression was gradually elevated during the erastin or RSL3 treatments, and was stable in the late stage of ferroptosis.
Ferroptosis	CDO1	cysteine dioxygenase type 1	ENSG00000129596.5	protein_coding	29144989	CDO1 suppression contributes to ferroptosis resistance.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	29274359	Inhibiting HO-1 effectively attenuated BAY-induced ferroptotic cell death. Defective HO-1 expression significantly rescued cell survival suppressed by BAY.
Ferroptosis	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	ENSG00000128965.13	protein_coding	29383104	CHAC1 degradation of GSH might enhance cystine-starvation-induced cell death.
Ferroptosis	GOT1	glutamic-oxaloacetic transaminase 1	ENSG00000120053.12	protein_coding	30035324	Overexpression of miR_? suppressed GOT1, which subsequently reduced ferroptosis. Overexpression of GOT1 restored miR_? mediated ferroptosis suppression.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	30737476	Inhibition suppresses ferroptosis.
Ferroptosis	ALOX12	arachidonate 12-lipoxygenase, 12S type	ENSG00000108839.12	protein_coding	30962574	An essential factor of p53-dependent ferroptosis. Loss of one Alox12 allele is sufficient to abrogate p53-mediated ferroptosis.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	30962574	Required for ferroptosis induced by erastin. ACSL4-null cells are resistant to ferroptosis induced by either erastin.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	31036877	Enhances the ferroptotic process in PRDX6-silenced cells by promoting cellular accumulation of ferrous ions. Overexpression increases both erastin and RSL-3-induced lipid ROS.
Ferroptosis	LPIN1	lipin 1	ENSG00000134324.12	protein_coding	31061954	Overexpression of adipose lipin_? in mice facilitated the onset of hepatic ferroptosis.
Ferroptosis	MIOX	myo-inositol oxygenase	ENSG00000100253.13	protein_coding	31437128	Overexpression exacerbates cell death, knockdown inhibits ferroptosis.
Ferroptosis	IDH1	isocitrate dehydrogenase (NADP(+)) 1	ENSG00000138413.14	protein_coding	31591388	Deletion of the mutant IDH1 allele or pharmacological inhibition of mutant IDH1 confers resistance to erastin-induced ferroptosis. Ectopic expression of mutant IDH1 promotes ferroptosis.
Ferroptosis	SIRT1	sirtuin 1	ENSG00000096717.12	protein_coding	31610175	Knockout partially mitigates ferroptosis.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	31789401	Overexpression induced ferroptosis. The opposite results were observed when ACSL4 was silenced.
Ferroptosis	CYB5R1	cytochrome b5 reductase 1	ENSG00000159348.13	protein_coding	33321093	The oxidoreductases POR and CYB5R1 are required for ferroptosis. Genetic knockout of POR and CYB5R1 decreases cellular hydrogen peroxide generation, preventing lipid peroxidation and ferroptosis.
Ferroptosis	ELOVL5	ELOVL fatty acid elongase 5	ENSG00000012660.14	protein_coding	33288688	Biochemical and lipidomics analyses support the hypothesis that ELOVL5 and FADS1 are required to maintain intracellular levels of AA and AdA and promote ferroptosis.
Ferroptosis	FADS1	fatty acid desaturase 1	ENSG00000149485.19	protein_coding	33288688	Biochemical and lipidomics analyses support the hypothesis that ELOVL5 and FADS1 are required to maintain intracellular levels of AA and AdA and promote ferroptosis.
Ferroptosis	ALOX12	arachidonate 12-lipoxygenase, 12S type	ENSG00000108839.12	protein_coding	33290842	Hydrogen sulfide guards myoblasts from ferroptosis by inhibiting ALOX12 acetylation.
Ferroptosis	PTEN	phosphatase and tensin homolog	ENSG00000171862.14	protein_coding	33229547	Notably, we found that cancer cells carrying PIK3CA activating mutation or PTEN deletion appeared to be more resistant to RSL3. These mutations lead to the activation of the oncogenic PI3K-AKT signaling pathway. Therefore, sustained activation of the PI3K-AKT-mTOR pathway protects cancer cells from ferroptotic cell death.
Ferroptosis	MIR182	microRNA 182	ENSG00000207990	miRNA	33116120	In conclusion, we demonstrated that I/R induced upregulation of miR-182-5p and miR-378a-3p, leading to activation of ferroptosis in renal injury through downregulation of GPX4 and SLC7A11.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	33070393	Inhibition of ACSL4 attenuates ferroptotic damage after pulmonary ischemia-reperfusion.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	32939090	_NA_
Ferroptosis	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	ENSG00000160216.21	protein_coding	32939090	_NA_
Ferroptosis	CYP4F8	cytochrome P450 family 4 subfamily F member 8	ENSG00000186526.13	protein_coding	32939090	_NA_
Ferroptosis	AGPS	alkylglycerone phosphate synthase	ENSG00000018510.18	protein_coding	32939090	Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.
Ferroptosis	LPCAT3	lysophosphatidylcholine acyltransferase 3	ENSG00000111684.11	protein_coding	32939090	_NA_
Ferroptosis	SIRT1	sirtuin 1	ENSG00000096717.12	protein_coding	32896720	Histone deacetylase SIRT1 gene silencing or pharmacological inhibition by EX-527 suppressed EMT and consequently decreased ferroptosis, whereas SIRT inducers, resveratrol and SRT1720, increased ferroptosis.
Ferroptosis	ACADSB	acyl-CoA dehydrogenase short/branched chain	ENSG00000196177.13	protein_coding	32776663	Overexpression of ACADSB inhibits CRC cell migration, invasion, and proliferation, while ACADSB knockdown has the opposite effect. More importantly, the study finds that ACADSB negatively regulates expression of glutathione reductase and glutathione peroxidase 4, the two main enzymes responsible for clearing glutathione (GSH) in CRC cells.
Ferroptosis	PVT1	Pvt1 oncogene	ENSG00000249859.14	lncRNA	32827544	PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	32593899	Inhibition of ACSL4 suppresses ferroptosis, inflammation and lipid accumulation triggered by arsenic.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	32541921	Knockdown of ACSL4 expression by specific siRNA/sgRNA significantly attenuated sorafenib-induced lipid peroxidation and ferroptosis in Huh7 cells, and also rescued sorafenibinduced inhibition of xenograft tumor growth in vivo.
Ferroptosis	ZFAS1	ZNFX1 antisense RNA 1	ENSG00000177410.13	lncRNA	32453709	lncRNA ZFAS1 promotes lung fibroblast-to-myofibroblast transition and ferroptosis via functioning as a ceRNA through miR-150- 5p/SLC38A1 axis.
Ferroptosis	SIRT3	sirtuin 3	ENSG00000142082.15	protein_coding	32329068	SIRT3 deficiency is resistant to autophagy__ependent ferroptosis by inhibiting the AMPK/mTOR pathway and promoting GPX4 levels.
Ferroptosis	HDDC3	HD domain containing 3	ENSG00000184508.12	protein_coding	32462112	Ferroptosis-inducing erastin or cystine deprivation elevates MESH1, whose overexpression depletes NADPH and sensitizes cells to ferroptosis, whereas MESH1 depletion promotes ferroptosis survival by sustaining the levels of NADPH and GSH and by reducing lipid peroxidation.
Ferroptosis	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905.13	protein_coding	32080625	Indeed, knocking down (KD) of 15-LOX in M2 RAW 264.7 macrophages and EOC 20 cells resulted in significantly reduced sensitivity to ferroptosis triggered by RSL3 (Figs. 1e,f and supplementary Fig. 1e, f).
Ferroptosis	MIR214	microRNA 214	ENSG00000283844.1	miRNA	31960438	MicroRNA-214-3p enhances erastin-induced ferroptosis by targeting ATF4 in hepatoma cells.
Ferroptosis	DLD	dihydrolipoamide dehydrogenase	ENSG00000091140.15	protein_coding	31931284	DLD links to ferroptosis induced by cystine deprivation or import inhibition. DLD gene silencing caused a significant reduction in cellular and lipid ROS levels induced by cystine deprivation but did not change intracellular GSH contents.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	31789401	ACSL4 suppresses glioma cells proliferation via activating ferroptosis.
Ferroptosis	SIRT1	sirtuin 1	ENSG00000096717.12	protein_coding	31610175	Intestinal SIRT1 Deficiency Inhibits Hepatic Ferroptosis in Ethanol-Administrated Mice.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	33444733	ACSL4 promotes postischemic neuronal ferroptosis.
Ferroptosis	SMPD1	sphingomyelin phosphodiesterase 1	ENSG00000166311.10	protein_coding	33414455	Importantly, genetic activation of ASM increases ferroptosis in cancer cells induced by various FINs.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	34053456	ACSL4 positively regulated ferroptosis in lung adenocarcinoma.
Ferroptosis	MIR335	microRNA 335	ENSG00000199043.1	miRNA	33649797	miR-335 promotes ferroptosis by targeting ferritin heavy chain 1 in in vivo and in vitro models of Parkinson's disease.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	33895485	Excessive activation of HO-1 via Nrf2__LC7A11__O-1 hierarchy contributes to RPE ferroptosis.
Ferroptosis	MIR375	microRNA 375	ENSG00000198973.4	miRNA	34090492	MiR-375 reduces the stemness of gastric cancer cells through triggering ferroptosis.
Ferroptosis	SIRT3	sirtuin 3	ENSG00000142082.15	protein_coding	33872694	Collectively, our studies indicate that SIRT3 functions to inhibit AKT-dependent mitochondrial metabolism and EMT, leading to ferroptosis and tumor suppression.
Ferroptosis	MIR324	microRNA 324	ENSG00000199053.3	miRNA	33662669	miR-324-3p reverses cisplatin resistance by inducing GPX4-mediated ferroptosis in lung adenocarcinoma cell line A549.
Ferroptosis	HOTAIR	HOX transcript antisense RNA	ENSG00000228630.6	lncRNA	33906483	Overexpression of HOTAIR reversed the ferroptosis inhibition effects of PAN in hemin-treated neurons.
Ferroptosis	H19	H19 imprinted maternally expressed transcript	ENSG00000130600.21	lncRNA	34288826	Over-expression of H19 suppressed cell viability and promoted ferroptosis of BMVECs.
Ferroptosis	ACSL1	acyl-CoA synthetase long chain family member 1	ENSG00000151726.16	protein_coding	33854057	These results demonstrate that ACSL1 promotes Î±ESA-triggered cell death.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	34508760	HMOX1 upregulation promotes ferroptosis in diabetic atherosclerosis.
Ferroptosis	IDO1	indoleamine 2,3-dioxygenase 1	ENSG00000131203.13	protein_coding	33899121	Inhibition of IDO prevents reoxygenation-induced ferroptosis.
Ferroptosis	GSTZ1	glutathione S-transferase zeta 1	ENSG00000100577.19	protein_coding	33931597	GSTZ1 sensitizes hepatocellular carcinoma cells to sorafenib-induced ferroptosis via inhibition of NRF2/GPX4 axis.
Ferroptosis	ACO1	aconitase 1	ENSG00000122729.19	protein_coding	34386079	Overexpression of IRP1 significantly promotes erastin- and RSL3-induced ferroptosis.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	34388243	Finally, inhibition or induction of Hmox1 decreased or increased cardiac ferroptosis in SCD mice, respectively.
Ferroptosis	ZFAS1	ZNFX1 antisense RNA 1	ENSG00000177410.13	lncRNA	34609043	Inhibition of ZFAS1 repressed ferroptosis in mice with DbCM_?and HG__reated cardiomyocytes.
Ferroptosis	FADS2	fatty acid desaturase 2	ENSG00000134824.14	protein_coding	34520742	We unexpectedly found that siRNA depletion of FADS2, like treatment with DFO or the ferroptosis inhibitor ferrostatin-1 (Fer1) (Dixon et al., 2012), protected cells from ferroptosis induced by the cystine/glutamate transporter (xCT) inhibitor erastin and the GPX4 inhibitor RSL3 in Huh-7.5 cells (Figures 5A, 5B, and S5A).
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	33889074	Inhibition of Acyl-CoA Synthetase Long-Chain Family Member 4 Suppresses Ferroptosis After Stroke.
Ferroptosis	COX4I2	cytochrome c oxidase subunit 4I2	ENSG00000131055.5	protein_coding	34026834	Our research illustrated that the knockdown of Cox4i2 suppresses HHV7-induced RSC96 cell ferroptosis as well as apoptosis via the ERK signalling pathway.
Ferroptosis	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	ENSG00000128965.13	protein_coding	34345279	CHAC1 promotes ferroptosis.
Ferroptosis	ACSL4	acyl-CoA synthetase long chain family member 4	ENSG00000068366.21	protein_coding	34734006	Downregulation of ACSL4 inhibited sev-induced ferroptosis.
Ferroptosis	MEG3	maternally expressed 3	ENSG00000214548.18	lncRNA	34587716	Inhibition of Meg3 conferred protection to RBMVECs against OGD + HG-induced ferroptosis.
Ferroptosis	ALOXE3	arachidonate lipoxygenase 3	ENSG00000179148.10	protein_coding	33579899	ALOXE3 knockdown renders GBM cells resistant to p53-induced ferroptosis.
Ferroptosis	MIR539	microRNA 539	ENSG00000202560.4	miRNA	34601499	miR-539 activates the SAPK/JNK signaling pathway to promote ferropotosis in colorectal cancer by directly targeting TIPE.
Ferroptosis	KMT2D	lysine methyltransferase 2D	ENSG00000167548.18	protein_coding	34890228	Mll4 deficiency impairs ferroptosis via rewired gene expression.
Ferroptosis	PTGS2	prostaglandin-endoperoxide synthase 2	ENSG00000073756.13	protein_coding	24439385	Simply a downstream marker of ferroptosis. The most upregulated gene in BJeLR cells upon treatment with either erastin or (1S, 3R)-RSL3, but ferroptotic cell death was not affected by inhibition of the enzyme.
Ferroptosis	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	ENSG00000128965.13	protein_coding	24844246	Up-regulated in erastin-treated samples.  A useful pharmacodynamic marker of system Xc- inhibition.
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	27773819	Erastin-induced mRNA expression is downregulated in FANCD2-deficient cells.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	27773819	Erastin-induced mRNA expression is downregulated in FANCD2-deficient cells.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	30539824	Upregulated in DFO-induced resistance to ferroptosis.
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	33892112	The present study aimed to investigate mitochondrial respiration and ferritin function as biomarkers of ferroptosis sensitivity in HepG2 and HA22T/VGH HCC cell lines, both typifying highly- and poorly-differentiated stages of tumor development.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	24439385	RNAi-mediated GPX4 knockdown induces ferroptosis.
Ferroptosis	AKR1C1	aldo-keto reductase family 1 member C1	ENSG00000187134.14	protein_coding	24844246	Up-regulated in DU-145 erastin-resistant clones. Participate in the detoxification of toxic lipid metabolites. May confer partial resistance to erastin by enhancing the detoxification of reactive aldehydes generated downstream of the oxidative destruction of the plasma membrane during ferroptosis.
Ferroptosis	AKR1C2	aldo-keto reductase family 1 member C2	ENSG00000151632.18	protein_coding	24844246	Up-regulated in DU-145 erastin-resistant clones. Participate in the detoxification of toxic lipid metabolites. May confer partial resistance to erastin by enhancing the detoxification of reactive aldehydes generated downstream of the oxidative destruction of the plasma membrane during ferroptosis.
Ferroptosis	AKR1C3	aldo-keto reductase family 1 member C3	ENSG00000196139.14	protein_coding	24844246	Up-regulated in DU-145 erastin-resistant clones. Participate in the detoxification of toxic lipid metabolites. May confer partial resistance to erastin by enhancing the detoxification of reactive aldehydes generated downstream of the oxidative destruction of the plasma membrane during ferroptosis.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	25402683	Knockout of glutathione peroxidase 4 (Gpx4) causes cell death in a pathologically relevant form of ferroptosis. Knockdown renders cells more sensitive to ferroptosis-inducing agents.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	25824823	Ex vivo, Gpx4-deficient T cells rapidly accumulated membrane lipid peroxides and concomitantly underwent cell death driven by ferroptosis.
Ferroptosis	GCLC	glutamate-cysteine ligase catalytic subunit	ENSG00000001084.13	protein_coding	26166707	RNAi knockdown sensitized cell death induced by cystine starvation.
Ferroptosis	NQO1	NAD(P)H quinone dehydrogenase 1	ENSG00000181019.13	protein_coding	26403645	Knockdown of p62, quinone oxidoreductase_?, heme oxygenase_?, and ferritin heavy chain_? by RNA interference in HCC cells promoted ferroptosis in response to erastin and sorafenib.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	26403645	Knockdown of p62, quinone oxidoreductase_?, heme oxygenase_?, and ferritin heavy chain_? by RNA interference in HCC cells promoted ferroptosis in response to erastin and sorafenib.
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	26403645	Knockdown of p62, quinone oxidoreductase_?, heme oxygenase_?, and ferritin heavy chain_? by RNA interference in HCC cells promoted ferroptosis in response to erastin and sorafenib.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	27441659	Knockdown increased cell death.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	27964880	Protects lipid peroxidation. Cell damage induced by GPx4 ablation is involved in ferroptosis.
Ferroptosis	FTMT	ferritin mitochondrial	ENSG00000181867.3	protein_coding	28066232	Overexpression significantly inhibited erastin-induced ferroptosis.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	28212525	Ferroptosis drives neurodegeneration in Gpx4BIKO mice.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	28297659	Downregulation conferred increased sensitivity to ferroptosis following cystine deprivation.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	28515173	Demonsrates antiferroptotic role. HO-1 deficiency promotes erastin-induced ferroptosis.
Ferroptosis	SCD	stearoyl-CoA desaturase	ENSG00000099194.6	protein_coding	28900510	Depletion of the SCD1 and FADS2 metabolic genes induces ferroptosis.
Ferroptosis	FADS2	fatty acid desaturase 2	ENSG00000134824.14	protein_coding	28900510	Depletion of the SCD1 and FADS2 metabolic genes induces ferroptosis.
Ferroptosis	NFS1	NFS1 cysteine desulfurase	ENSG00000244005.13	protein_coding	29168506	Suppression of NFS1 cooperates with inhibition of cysteine transport to trigger ferroptosis in vitro and slow tumour growth. Suppression of NFS1 predisposes cancer cells to ferroptosis.
Ferroptosis	MIR137	microRNA 137	ENSG00000284202.1	miRNA	29348676	Suppresses ferroptosis both in vitro and in vivo.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	29436589	Activation blocked ferroptosis.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	29463878	GPX4-overexpressing cells were resistant to reactive oxygen species-induced cell death. Conversely, GPX4-knockdown cells were sensitive to reactive oxygen species-induced cell death.
Ferroptosis	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENSG00000136960.13	protein_coding	29551679	Overexpression modestly promotes migration and proliferation and significantly inhibits erastin-induced ferroptosis.
Ferroptosis	FH	fumarate hydratase	ENSG00000091483.8	protein_coding	29917289	FH inactivation (FH-/- ) proves synthetic lethal with inducers of ferroptosis. FH-/- sensitizes cells to multiple ferroptosis inducers.
Ferroptosis	CBS	cystathionine beta-synthase	ENSG00000160200.18	protein_coding	30258181	Inhibition triggers ferroptosis in hepatocellular carcinoma.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	30524291	Overexpression GPX4 resulted in decreased cell death after RSL3 treatment. Moreover, this effect was able to be reversed by overexpression of GPX4.
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	30557609	FTH reconstituted cells exhibited the reduced lipid peroxides content and restored the DHA-induced ferroptosis.
Ferroptosis	ACSL3	acyl-CoA synthetase long chain family member 3	ENSG00000123983.15	protein_coding	30686757	Required for exogenous monounsaturated fatty acids to protect cells against ferroptosis. Negatively correlates with ferroptosis sensitivity.
Ferroptosis	PRDX6	peroxiredoxin 6	ENSG00000117592.9	protein_coding	31036877	A negative regulator of ferroptotic cell death.
Ferroptosis	MIR17	microRNA 17	ENSG00000284536.1	miRNA	31160087	Protects endothelial HUVEC cells from erastin-induced ferroptosis. Overexpression significantly reduced erastin-induced growth inhibition and ROS generation of HUVEC cells.
Ferroptosis	SCD	stearoyl-CoA desaturase	ENSG00000099194.6	protein_coding	31270077	Inhibition of SCD1 induces ferroptotic cell death. Expression of SCD1 protects cells from ferroptosis.
Ferroptosis	CA9	carbonic anhydrase 9	ENSG00000107159.14	protein_coding	31442913	Inhibition induces ferroptosis.
Ferroptosis	MIR212	microRNA 212	ENSG00000267195.1	miRNA	31533781	Overexpression of miR-212-5p attenuated ferroptosis while downregulation of miR-212-5p promoted ferroptotic cell death.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	31685805	Depletion or inhibition resulted in cell death by ferroptosis.
Ferroptosis	AKR1C1	aldo-keto reductase family 1 member C1	ENSG00000187134.14	protein_coding	31780644	Inhibition completely resensitizes resistant melanoma cells to ferroptosis execution.
Ferroptosis	AKR1C2	aldo-keto reductase family 1 member C2	ENSG00000151632.18	protein_coding	31780644	Inhibition completely resensitizes resistant melanoma cells to ferroptosis execution.
Ferroptosis	AKR1C3	aldo-keto reductase family 1 member C3	ENSG00000196139.14	protein_coding	31780644	Inhibition completely resensitizes resistant melanoma cells to ferroptosis execution.
Ferroptosis	CBS	cystathionine beta-synthase	ENSG00000160200.18	protein_coding	31819185	Knockdown in erastin-resistant cells caused ferroptotic cell death, while overexpression conferred ferroptosis resistance.
Ferroptosis	GCH1	GTP cyclohydrolase 1	ENSG00000131979.20	protein_coding	31989025	Gch1 overexpression and its downstream metabolites BH4/BH2 rescue from ferroptosis. Inhibition of GCH1 activity can sensitize resistant cancer cells to ferroptosis induction.
Ferroptosis	SIRT3	sirtuin 3	ENSG00000142082.15	protein_coding	33377976	These data indicate that inactivation of Sirt3 significantly sensitizes cells to p53-dependent ferroptosis upon ROS-induced stress.
Ferroptosis	GCLC	glutamate-cysteine ligase catalytic subunit	ENSG00000001084.13	protein_coding	33357455	Non-canonical Glutamate-Cysteine Ligase Activity Protects against Ferroptosis
Ferroptosis	FTL	ferritin light chain	ENSG00000087086.15	protein_coding	33333054	Ferritin upregulation prevents ferroptosis by mediating P53 and SLC7A11 expression.
Ferroptosis	RRM2	ribonucleotide reductase regulatory subunit M2	ENSG00000171848.16	protein_coding	33372599	RRM2 exerts an anti-ferroptotic role in liver cancer cells by sustaining GSH synthesis.
Ferroptosis	SCD	stearoyl-CoA desaturase	ENSG00000099194.6	protein_coding	33264619	Genetic and Pharmacological Inhibition of SCD1 Prevents the Growth of STK11/KEAP1 Co-mutant Cells and Sensitizes Those Cells to Ferroptosis Induction.
Ferroptosis	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	ENSG00000121879.6	protein_coding	33229547	Notably, we found that cancer cells carrying PIK3CA activating mutation or PTEN deletion appeared to be more resistant to RSL3. These mutations lead to the activation of the oncogenic PI3K-AKT signaling pathway. Therefore, sustained activation of the PI3K-AKT-mTOR pathway protects cancer cells from ferroptotic cell death.
Ferroptosis	BCAT2	branched chain amino acid transaminase 2	ENSG00000105552.15	protein_coding	33097833	Here, by using a high-throughput CRISPR/Cas9-based genetic screen in HepG2 hepatocellular carcinoma cells to search for metabolic proteins inhibiting ferroptosis, we identified a branched-chain amino acid aminotransferase 2 (BCAT2) as a novel suppressor of ferroptosis.
Ferroptosis	PLA2G6	phospholipase A2 group VI	ENSG00000184381.20	protein_coding	33087576	PLA2G6 Deficiency Sensitizes Trophoblasts to Ferroptosis.
Ferroptosis	MIR424	microRNA 424	ENSG00000284231.1	miRNA	33038905	In the present study, we show that miR-424-5p negatively regulates ferroptosis by directly targeting ACSL4 in ovarian cancer cells.
Ferroptosis	FXN	frataxin	ENSG00000165060.15	protein_coding	33017621	Most importantly, frataxin deficiency enhanced ferroptosis driven by ethanol via evaluating the levels of lactate dehydrogenase, cell morphological changes, mitochondrial labile iron pool, and lipid peroxidation. Conversely, restoring frataxin alleviated the sensitivity to ferroptosis. In addition, frataxin overexpression mitigated the sensitivity of ethanol-induced ferroptosis in HepG2CYP2E1+/+.
Ferroptosis	SUV39H1	SUV39H1 histone lysine methyltransferase	ENSG00000101945.17	protein_coding	33643820	Mechanistically, we discovered that siRNA knockdown or pharmacological inhibition of SUV39H1 induced iron accumulation and lipid peroxidation, leading to ferroptosis that disrupted ccRCC cell growth in vitro and in vivo.
